inventory_id,product_id,store_id,stock_quantity,snapshot_date
INV-0000067,PRD-00042,STR-0002,250,2024-01-01
INV-0000068,PRD-00034,STR-0002,67,2024-01-01
INV-0000069,PRD-00063,STR-0002,41,2024-01-01
INV-0000070,PRD-00036,STR-0002,189,2024-01-01
INV-0000071,PRD-00044,STR-0002,113,2024-01-01
INV-0000072,PRD-00066,STR-0002,141,2024-01-01
INV-0000073,PRD-00053,STR-0002,180,2024-01-01
INV-0000074,PRD-00054,STR-0002,109,2024-01-01
INV-0000075,PRD-00008,STR-0002,143,2024-01-01
INV-0000076,PRD-00060,STR-0002,2,2024-01-01
INV-0000077,PRD-00064,STR-0002,28,2024-01-01
INV-0000078,PRD-00067,STR-0002,19,2024-01-01
INV-0000079,PRD-00032,STR-0002,241,2024-01-01
INV-0000080,PRD-00038,STR-0002,226,2024-01-01
INV-0000081,PRD-00020,STR-0003,120,2024-01-01
INV-0000082,PRD-00005,STR-0003,56,2024-01-01
INV-0000083,PRD-00048,STR-0003,51,2024-01-01
INV-0000084,PRD-00019,STR-0003,209,2024-01-01
INV-0000085,PRD-00056,STR-0003,235,2024-01-01
INV-0000086,PRD-00009,STR-0003,117,2024-01-01
INV-0000087,PRD-00003,STR-0003,89,2024-01-01
INV-0000088,PRD-00068,STR-0003,78,2024-01-01
INV-0000089,PRD-00024,STR-0003,210,2024-01-01
INV-0000090,PRD-00058,STR-0003,203,2024-01-01
INV-0000091,PRD-00051,STR-0003,223,2024-01-01
INV-0000092,PRD-00064,STR-0003,58,2024-01-01
INV-0000093,PRD-00062,STR-0003,57,2024-01-01
INV-0000094,PRD-00023,STR-0003,6,2024-01-01
INV-0000095,PRD-00014,STR-0003,168,2024-01-01
INV-0000096,PRD-00044,STR-0003,49,2024-01-01
INV-0000097,PRD-00016,STR-0003,102,2024-01-01
INV-0000098,PRD-00043,STR-0003,84,2024-01-01
INV-0000099,PRD-00007,STR-0003,71,2024-01-01
INV-0000100,PRD-00055,STR-0003,221,2024-01-01
INV-0000101,PRD-00036,STR-0003,17,2024-01-01
INV-0000102,PRD-00027,STR-0003,247,2024-01-01
INV-0000103,PRD-00040,STR-0003,197,2024-01-01
INV-0000104,PRD-00010,STR-0003,71,2024-01-01
INV-0000105,PRD-00052,STR-0003,89,2024-01-01
INV-0000106,PRD-00011,STR-0003,164,2024-01-01
INV-0000107,PRD-00012,STR-0003,130,2024-01-01
INV-0000108,PRD-00047,STR-0003,102,2024-01-01
INV-0000109,PRD-00002,STR-0003,173,2024-01-01
INV-0000110,PRD-00042,STR-0003,215,2024-01-01
INV-0000111,PRD-00022,STR-0003,137,2024-01-01
INV-0000112,PRD-00041,STR-0003,84,2024-01-01
INV-0000113,PRD-00053,STR-0003,240,2024-01-01
INV-0000114,PRD-00018,STR-0003,7,2024-01-01
INV-0000115,PRD-00059,STR-0003,29,2024-01-01
INV-0000116,PRD-00050,STR-0003,224,2024-01-01
INV-0000117,PRD-00025,STR-0003,248,2024-01-01
INV-0000118,PRD-00028,STR-0003,66,2024-01-01
INV-0000119,PRD-00046,STR-0003,45,2024-01-01
INV-0000120,PRD-00031,STR-0003,148,2024-01-01
INV-0000121,PRD-00034,STR-0004,32,2024-01-01
INV-0000122,PRD-00005,STR-0004,49,2024-01-01
INV-0000123,PRD-00014,STR-0004,107,2024-01-01
INV-0000124,PRD-00056,STR-0004,170,2024-01-01
INV-0000125,PRD-00045,STR-0004,240,2024-01-01
INV-0000126,PRD-00047,STR-0004,97,2024-01-01
INV-0000127,PRD-00051,STR-0004,173,2024-01-01
INV-0000128,PRD-00021,STR-0004,191,2024-01-01
INV-0000129,PRD-00028,STR-0004,231,2024-01-01
INV-0000130,PRD-00039,STR-0004,44,2024-01-01
INV-0000131,PRD-00033,STR-0004,157,2024-01-01
INV-0000132,PRD-00008,STR-0004,145,2024-01-01
INV-0000133,PRD-00025,STR-0004,77,2024-01-01
INV-0000134,PRD-00037,STR-0004,103,2024-01-01
INV-0000135,PRD-00013,STR-0004,140,2024-01-01
INV-0000136,PRD-00017,STR-0004,213,2024-01-01
INV-0000137,PRD-00003,STR-0004,0,2024-01-01
INV-0000138,PRD-00046,STR-0004,77,2024-01-01
INV-0000139,PRD-00060,STR-0004,73,2024-01-01
INV-0000140,PRD-00001,STR-0004,53,2024-01-01
INV-0000141,PRD-00068,STR-0004,110,2024-01-01
INV-0000142,PRD-00035,STR-0004,201,2024-01-01
INV-0000143,PRD-00044,STR-0004,148,2024-01-01
INV-0000144,PRD-00043,STR-0004,155,2024-01-01
INV-0000145,PRD-00054,STR-0004,167,2024-01-01
INV-0000146,PRD-00024,STR-0004,82,2024-01-01
INV-0000147,PRD-00050,STR-0004,119,2024-01-01
INV-0000148,PRD-00067,STR-0004,113,2024-01-01
INV-0000149,PRD-00022,STR-0004,113,2024-01-01
INV-0000150,PRD-00061,STR-0004,172,2024-01-01
INV-0000151,PRD-00057,STR-0004,54,2024-01-01
INV-0000152,PRD-00020,STR-0004,130,2024-01-01
INV-0000153,PRD-00058,STR-0004,121,2024-01-01
INV-0000154,PRD-00055,STR-0004,203,2024-01-01
INV-0000155,PRD-00027,STR-0004,230,2024-01-01
INV-0000156,PRD-00059,STR-0004,245,2024-01-01
INV-0000157,PRD-00026,STR-0004,203,2024-01-01
INV-0000158,PRD-00023,STR-0004,188,2024-01-01
INV-0000159,PRD-00010,STR-0004,43,2024-01-01
INV-0000160,PRD-00018,STR-0004,168,2024-01-01
INV-0000161,PRD-00011,STR-0005,234,2024-01-01
INV-0000162,PRD-00037,STR-0005,217,2024-01-01
INV-0000163,PRD-00066,STR-0005,31,2024-01-01
INV-0000164,PRD-00043,STR-0005,116,2024-01-01
INV-0000165,PRD-00012,STR-0005,34,2024-01-01
INV-0000166,PRD-00053,STR-0005,205,2024-01-01
INV-0000167,PRD-00061,STR-0005,118,2024-01-01
INV-0000168,PRD-00049,STR-0005,170,2024-01-01
INV-0000169,PRD-00016,STR-0005,135,2024-01-01
INV-0000170,PRD-00044,STR-0005,143,2024-01-01
INV-0000171,PRD-00020,STR-0005,152,2024-01-01
INV-0000172,PRD-00015,STR-0005,81,2024-01-01
INV-0000173,PRD-00052,STR-0005,243,2024-01-01
INV-0000174,PRD-00013,STR-0005,193,2024-01-01
INV-0000175,PRD-00010,STR-0005,228,2024-01-01
INV-0000176,PRD-00002,STR-0005,113,2024-01-01
INV-0000177,PRD-00003,STR-0005,156,2024-01-01
INV-0000178,PRD-00060,STR-0005,208,2024-01-01
INV-0000179,PRD-00031,STR-0005,184,2024-01-01
INV-0000180,PRD-00040,STR-0005,228,2024-01-01
INV-0000181,PRD-00005,STR-0005,129,2024-01-01
INV-0000182,PRD-00030,STR-0005,109,2024-01-01
INV-0000183,PRD-00027,STR-0005,212,2024-01-01
INV-0000184,PRD-00041,STR-0005,232,2024-01-01
INV-0000185,PRD-00067,STR-0005,140,2024-01-01
INV-0000186,PRD-00055,STR-0005,114,2024-01-01
INV-0000187,PRD-00025,STR-0005,229,2024-01-01
INV-0000188,PRD-00032,STR-0005,40,2024-01-01
INV-0000189,PRD-00026,STR-0005,190,2024-01-01
INV-0000190,PRD-00051,STR-0005,220,2024-01-01
INV-0000191,PRD-00054,STR-0005,121,2024-01-01
INV-0000192,PRD-00001,STR-0005,115,2024-01-01
INV-0000193,PRD-00007,STR-0005,66,2024-01-01
INV-0000194,PRD-00028,STR-0005,192,2024-01-01
INV-0000195,PRD-00057,STR-0005,63,2024-01-01
INV-0000196,PRD-00064,STR-0005,215,2024-01-01
INV-0000197,PRD-00047,STR-0005,163,2024-01-01
INV-0000198,PRD-00063,STR-0005,70,2024-01-01
INV-0000199,PRD-00018,STR-0005,196,2024-01-01
INV-0000200,PRD-00008,STR-0005,199,2024-01-01
INV-0000201,PRD-00067,STR-0006,192,2024-01-01
INV-0000202,PRD-00063,STR-0006,99,2024-01-01
INV-0000203,PRD-00031,STR-0006,218,2024-01-01
INV-0000204,PRD-00036,STR-0006,228,2024-01-01
INV-0000205,PRD-00057,STR-0006,244,2024-01-01
INV-0000206,PRD-00005,STR-0006,213,2024-01-01
INV-0000207,PRD-00046,STR-0006,107,2024-01-01
INV-0000208,PRD-00019,STR-0006,137,2024-01-01
INV-0000209,PRD-00016,STR-0006,191,2024-01-01
INV-0000210,PRD-00018,STR-0006,188,2024-01-01
INV-0000211,PRD-00022,STR-0006,139,2024-01-01
INV-0000212,PRD-00021,STR-0006,204,2024-01-01
INV-0000213,PRD-00035,STR-0006,154,2024-01-01
INV-0000214,PRD-00006,STR-0006,229,2024-01-01
INV-0000215,PRD-00009,STR-0006,56,2024-01-01
INV-0000216,PRD-00010,STR-0006,124,2024-01-01
INV-0000217,PRD-00015,STR-0006,56,2024-01-01
INV-0000218,PRD-00025,STR-0006,69,2024-01-01
INV-0000219,PRD-00045,STR-0006,111,2024-01-01
INV-0000220,PRD-00053,STR-0006,124,2024-01-01
INV-0000221,PRD-00062,STR-0006,7,2024-01-01
INV-0000222,PRD-00014,STR-0006,99,2024-01-01
INV-0000223,PRD-00068,STR-0006,86,2024-01-01
INV-0000224,PRD-00027,STR-0006,171,2024-01-01
INV-0000225,PRD-00050,STR-0006,173,2024-01-01
INV-0000226,PRD-00058,STR-0006,204,2024-01-01
INV-0000227,PRD-00056,STR-0006,103,2024-01-01
INV-0000228,PRD-00030,STR-0006,185,2024-01-01
INV-0000229,PRD-00044,STR-0006,42,2024-01-01
INV-0000230,PRD-00004,STR-0006,215,2024-01-01
INV-0000231,PRD-00047,STR-0006,119,2024-01-01
INV-0000232,PRD-00040,STR-0006,235,2024-01-01
INV-0000233,PRD-00051,STR-0006,32,2024-01-01
INV-0000234,PRD-00002,STR-0006,159,2024-01-01
INV-0000235,PRD-00065,STR-0006,136,2024-01-01
INV-0000236,PRD-00066,STR-0006,6,2024-01-01
INV-0000237,PRD-00001,STR-0006,232,2024-01-01
INV-0000238,PRD-00033,STR-0006,100,2024-01-01
INV-0000239,PRD-00012,STR-0006,151,2024-01-01
INV-0000240,PRD-00049,STR-0006,144,2024-01-01
INV-0000241,PRD-00004,STR-0007,242,2024-01-01
INV-0000242,PRD-00011,STR-0007,55,2024-01-01
INV-0000243,PRD-00055,STR-0007,119,2024-01-01
INV-0000244,PRD-00018,STR-0007,179,2024-01-01
INV-0000245,PRD-00060,STR-0007,65,2024-01-01
INV-0000246,PRD-00012,STR-0007,196,2024-01-01
INV-0000247,PRD-00068,STR-0007,94,2024-01-01
INV-0000248,PRD-00017,STR-0007,42,2024-01-01
INV-0000249,PRD-00025,STR-0007,155,2024-01-01
INV-0000250,PRD-00021,STR-0007,155,2024-01-01
INV-0000251,PRD-00014,STR-0007,246,2024-01-01
INV-0000252,PRD-00030,STR-0007,191,2024-01-01
INV-0000253,PRD-00059,STR-0007,183,2024-01-01
INV-0000254,PRD-00022,STR-0007,29,2024-01-01
INV-0000255,PRD-00049,STR-0007,199,2024-01-01
INV-0000256,PRD-00064,STR-0007,209,2024-01-01
INV-0000257,PRD-00065,STR-0007,41,2024-01-01
INV-0000258,PRD-00054,STR-0007,246,2024-01-01
INV-0000259,PRD-00027,STR-0007,79,2024-01-01
INV-0000260,PRD-00061,STR-0007,27,2024-01-01
INV-0000261,PRD-00006,STR-0007,148,2024-01-01
INV-0000262,PRD-00031,STR-0007,6,2024-01-01
INV-0000263,PRD-00002,STR-0007,237,2024-01-01
INV-0000264,PRD-00035,STR-0007,79,2024-01-01
INV-0000265,PRD-00062,STR-0007,147,2024-01-01
INV-0000266,PRD-00023,STR-0007,173,2024-01-01
INV-0000267,PRD-00015,STR-0007,232,2024-01-01
INV-0000268,PRD-00005,STR-0007,245,2024-01-01
INV-0000269,PRD-00003,STR-0007,96,2024-01-01
INV-0000270,PRD-00046,STR-0007,101,2024-01-01
INV-0000271,PRD-00016,STR-0007,241,2024-01-01
INV-0000272,PRD-00013,STR-0007,183,2024-01-01
INV-0000273,PRD-00039,STR-0007,50,2024-01-01
INV-0000274,PRD-00010,STR-0007,19,2024-01-01
INV-0000275,PRD-00038,STR-0007,151,2024-01-01
INV-0000276,PRD-00009,STR-0007,176,2024-01-01
INV-0000277,PRD-00047,STR-0007,212,2024-01-01
INV-0000278,PRD-00066,STR-0007,160,2024-01-01
INV-0000279,PRD-00044,STR-0007,62,2024-01-01
INV-0000280,PRD-00019,STR-0007,26,2024-01-01
INV-0000281,PRD-00039,STR-0008,62,2024-01-01
INV-0000282,PRD-00016,STR-0008,192,2024-01-01
INV-0000283,PRD-00006,STR-0008,118,2024-01-01
INV-0000284,PRD-00045,STR-0008,145,2024-01-01
INV-0000285,PRD-00055,STR-0008,156,2024-01-01
INV-0000286,PRD-00043,STR-0008,171,2024-01-01
INV-0000287,PRD-00024,STR-0008,97,2024-01-01
INV-0000288,PRD-00005,STR-0008,86,2024-01-01
INV-0000289,PRD-00033,STR-0008,7,2024-01-01
INV-0000290,PRD-00042,STR-0008,126,2024-01-01
INV-0000291,PRD-00022,STR-0008,217,2024-01-01
INV-0000292,PRD-00001,STR-0008,83,2024-01-01
INV-0000293,PRD-00064,STR-0008,46,2024-01-01
INV-0000294,PRD-00027,STR-0008,124,2024-01-01
INV-0000295,PRD-00053,STR-0008,54,2024-01-01
INV-0000296,PRD-00032,STR-0008,90,2024-01-01
INV-0000297,PRD-00007,STR-0008,204,2024-01-01
INV-0000298,PRD-00028,STR-0008,66,2024-01-01
INV-0000299,PRD-00062,STR-0008,87,2024-01-01
INV-0000300,PRD-00041,STR-0008,71,2024-01-01
INV-0000301,PRD-00030,STR-0008,225,2024-01-01
INV-0000302,PRD-00046,STR-0008,152,2024-01-01
INV-0000303,PRD-00010,STR-0008,179,2024-01-01
INV-0000304,PRD-00051,STR-0008,225,2024-01-01
INV-0000305,PRD-00012,STR-0008,70,2024-01-01
INV-0000306,PRD-00034,STR-0008,142,2024-01-01
INV-0000307,PRD-00059,STR-0008,2,2024-01-01
INV-0000308,PRD-00018,STR-0008,132,2024-01-01
INV-0000309,PRD-00040,STR-0008,242,2024-01-01
INV-0000310,PRD-00035,STR-0008,48,2024-01-01
INV-0000311,PRD-00031,STR-0008,21,2024-01-01
INV-0000312,PRD-00048,STR-0008,61,2024-01-01
INV-0000313,PRD-00065,STR-0008,184,2024-01-01
INV-0000314,PRD-00049,STR-0008,104,2024-01-01
INV-0000315,PRD-00021,STR-0008,125,2024-01-01
INV-0000316,PRD-00067,STR-0008,142,2024-01-01
INV-0000317,PRD-00066,STR-0008,194,2024-01-01
INV-0000318,PRD-00009,STR-0008,61,2024-01-01
INV-0000319,PRD-00029,STR-0008,176,2024-01-01
INV-0000320,PRD-00015,STR-0008,121,2024-01-01
INV-0000321,PRD-00063,STR-0009,250,2024-01-01
INV-0000322,PRD-00058,STR-0009,194,2024-01-01
INV-0000323,PRD-00003,STR-0009,134,2024-01-01
INV-0000324,PRD-00012,STR-0009,152,2024-01-01
INV-0000325,PRD-00038,STR-0009,72,2024-01-01
INV-0000326,PRD-00015,STR-0009,25,2024-01-01
INV-0000327,PRD-00026,STR-0009,213,2024-01-01
INV-0000328,PRD-00045,STR-0009,49,2024-01-01
INV-0000329,PRD-00016,STR-0009,75,2024-01-01
INV-0000330,PRD-00020,STR-0009,58,2024-01-01
INV-0000331,PRD-00043,STR-0009,92,2024-01-01
INV-0000332,PRD-00064,STR-0009,45,2024-01-01
INV-0000333,PRD-00024,STR-0009,77,2024-01-01
INV-0000334,PRD-00031,STR-0009,3,2024-01-01
INV-0000335,PRD-00036,STR-0009,181,2024-01-01
INV-0000336,PRD-00034,STR-0009,136,2024-01-01
INV-0000337,PRD-00023,STR-0009,32,2024-01-01
INV-0000338,PRD-00028,STR-0009,70,2024-01-01
INV-0000339,PRD-00048,STR-0009,11,2024-01-01
INV-0000340,PRD-00054,STR-0009,249,2024-01-01
INV-0000341,PRD-00022,STR-0009,13,2024-01-01
INV-0000342,PRD-00052,STR-0009,141,2024-01-01
INV-0000343,PRD-00061,STR-0009,74,2024-01-01
INV-0000344,PRD-00030,STR-0009,178,2024-01-01
INV-0000345,PRD-00018,STR-0009,241,2024-01-01
INV-0000346,PRD-00059,STR-0009,32,2024-01-01
INV-0000347,PRD-00017,STR-0009,163,2024-01-01
INV-0000348,PRD-00068,STR-0009,222,2024-01-01
INV-0000349,PRD-00008,STR-0009,192,2024-01-01
INV-0000350,PRD-00013,STR-0009,125,2024-01-01
INV-0000351,PRD-00021,STR-0009,26,2024-01-01
INV-0000352,PRD-00040,STR-0009,223,2024-01-01
INV-0000353,PRD-00035,STR-0009,3,2024-01-01
INV-0000354,PRD-00065,STR-0009,146,2024-01-01
INV-0000355,PRD-00039,STR-0009,72,2024-01-01
INV-0000356,PRD-00014,STR-0009,120,2024-01-01
INV-0000357,PRD-00055,STR-0009,122,2024-01-01
INV-0000358,PRD-00009,STR-0009,112,2024-01-01
INV-0000359,PRD-00056,STR-0009,87,2024-01-01
INV-0000360,PRD-00019,STR-0009,47,2024-01-01
INV-0000361,PRD-00007,STR-0010,40,2024-01-01
INV-0000362,PRD-00033,STR-0010,61,2024-01-01
INV-0000363,PRD-00062,STR-0010,44,2024-01-01
INV-0000364,PRD-00015,STR-0010,141,2024-01-01
INV-0000365,PRD-00009,STR-0010,19,2024-01-01
INV-0000366,PRD-00026,STR-0010,40,2024-01-01
INV-0000367,PRD-00032,STR-0010,0,2024-01-01
INV-0000368,PRD-00005,STR-0010,104,2024-01-01
INV-0000369,PRD-00037,STR-0010,115,2024-01-01
INV-0000370,PRD-00041,STR-0010,176,2024-01-01
INV-0000371,PRD-00044,STR-0010,152,2024-01-01
INV-0000372,PRD-00004,STR-0010,120,2024-01-01
INV-0000373,PRD-00010,STR-0010,74,2024-01-01
INV-0000374,PRD-00056,STR-0010,8,2024-01-01
INV-0000375,PRD-00052,STR-0010,59,2024-01-01
INV-0000376,PRD-00060,STR-0010,73,2024-01-01
INV-0000377,PRD-00020,STR-0010,180,2024-01-01
INV-0000378,PRD-00006,STR-0010,72,2024-01-01
INV-0000379,PRD-00016,STR-0010,179,2024-01-01
INV-0000380,PRD-00008,STR-0010,220,2024-01-01
INV-0000381,PRD-00036,STR-0010,116,2024-01-01
INV-0000382,PRD-00027,STR-0010,18,2024-01-01
INV-0000383,PRD-00039,STR-0010,175,2024-01-01
INV-0000384,PRD-00046,STR-0010,59,2024-01-01
INV-0000385,PRD-00040,STR-0010,236,2024-01-01
INV-0000386,PRD-00065,STR-0010,67,2024-01-01
INV-0000387,PRD-00034,STR-0010,201,2024-01-01
INV-0000388,PRD-00025,STR-0010,202,2024-01-01
INV-0000389,PRD-00029,STR-0010,160,2024-01-01
INV-0000390,PRD-00058,STR-0010,150,2024-01-01
INV-0000391,PRD-00054,STR-0010,169,2024-01-01
INV-0000392,PRD-00028,STR-0010,205,2024-01-01
INV-0000393,PRD-00038,STR-0010,239,2024-01-01
INV-0000394,PRD-00057,STR-0010,50,2024-01-01
INV-0000395,PRD-00068,STR-0010,108,2024-01-01
INV-0000396,PRD-00014,STR-0010,29,2024-01-01
INV-0000397,PRD-00067,STR-0010,139,2024-01-01
INV-0000398,PRD-00064,STR-0010,57,2024-01-01
INV-0000399,PRD-00022,STR-0010,165,2024-01-01
INV-0000400,PRD-00003,STR-0010,38,2024-01-01
INV-0000401,PRD-00035,STR-0011,120,2024-01-01
INV-0000402,PRD-00019,STR-0011,132,2024-01-01
INV-0000403,PRD-00010,STR-0011,166,2024-01-01
INV-0000404,PRD-00008,STR-0011,113,2024-01-01
INV-0000405,PRD-00022,STR-0011,234,2024-01-01
INV-0000406,PRD-00051,STR-0011,71,2024-01-01
INV-0000407,PRD-00020,STR-0011,46,2024-01-01
INV-0000408,PRD-00039,STR-0011,149,2024-01-01
INV-0000409,PRD-00048,STR-0011,111,2024-01-01
INV-0000410,PRD-00053,STR-0011,162,2024-01-01
INV-0000411,PRD-00037,STR-0011,208,2024-01-01
INV-0000412,PRD-00067,STR-0011,125,2024-01-01
INV-0000413,PRD-00029,STR-0011,248,2024-01-01
INV-0000414,PRD-00065,STR-0011,23,2024-01-01
INV-0000415,PRD-00030,STR-0011,120,2024-01-01
INV-0000416,PRD-00045,STR-0011,89,2024-01-01
INV-0000417,PRD-00062,STR-0011,104,2024-01-01
INV-0000418,PRD-00059,STR-0011,85,2024-01-01
INV-0000419,PRD-00026,STR-0011,82,2024-01-01
INV-0000420,PRD-00018,STR-0011,171,2024-01-01
INV-0000421,PRD-00033,STR-0011,26,2024-01-01
INV-0000422,PRD-00068,STR-0011,219,2024-01-01
INV-0000423,PRD-00032,STR-0011,41,2024-01-01
INV-0000424,PRD-00056,STR-0011,84,2024-01-01
INV-0000425,PRD-00006,STR-0011,105,2024-01-01
INV-0000426,PRD-00061,STR-0011,177,2024-01-01
INV-0000427,PRD-00003,STR-0011,126,2024-01-01
INV-0000428,PRD-00028,STR-0011,73,2024-01-01
INV-0000429,PRD-00021,STR-0011,169,2024-01-01
INV-0000430,PRD-00043,STR-0011,241,2024-01-01
INV-0000431,PRD-00017,STR-0011,102,2024-01-01
INV-0000432,PRD-00002,STR-0011,208,2024-01-01
INV-0000433,PRD-00044,STR-0011,194,2024-01-01
INV-0000434,PRD-00015,STR-0011,140,2024-01-01
INV-0000435,PRD-00058,STR-0011,9,2024-01-01
INV-0000436,PRD-00049,STR-0011,116,2024-01-01
INV-0000437,PRD-00042,STR-0011,22,2024-01-01
INV-0000438,PRD-00025,STR-0011,80,2024-01-01
INV-0000439,PRD-00031,STR-0011,64,2024-01-01
INV-0000440,PRD-00036,STR-0011,82,2024-01-01
INV-0000441,PRD-00015,STR-0012,118,2024-01-01
INV-0000442,PRD-00052,STR-0012,242,2024-01-01
INV-0000443,PRD-00066,STR-0012,30,2024-01-01
INV-0000444,PRD-00001,STR-0012,165,2024-01-01
INV-0000445,PRD-00060,STR-0012,213,2024-01-01
INV-0000446,PRD-00027,STR-0012,39,2024-01-01
INV-0000447,PRD-00004,STR-0012,127,2024-01-01
INV-0000448,PRD-00013,STR-0012,238,2024-01-01
INV-0000449,PRD-00034,STR-0012,183,2024-01-01
INV-0000450,PRD-00024,STR-0012,74,2024-01-01
INV-0000451,PRD-00040,STR-0012,130,2024-01-01
INV-0000452,PRD-00049,STR-0012,180,2024-01-01
INV-0000453,PRD-00032,STR-0012,69,2024-01-01
INV-0000454,PRD-00041,STR-0012,106,2024-01-01
INV-0000455,PRD-00029,STR-0012,213,2024-01-01
INV-0000456,PRD-00057,STR-0012,123,2024-01-01
INV-0000457,PRD-00062,STR-0012,250,2024-01-01
INV-0000458,PRD-00014,STR-0012,120,2024-01-01
INV-0000459,PRD-00018,STR-0012,62,2024-01-01
INV-0000460,PRD-00036,STR-0012,116,2024-01-01
INV-0000461,PRD-00009,STR-0012,141,2024-01-01
INV-0000462,PRD-00019,STR-0012,37,2024-01-01
INV-0000463,PRD-00054,STR-0012,98,2024-01-01
INV-0000464,PRD-00045,STR-0012,48,2024-01-01
INV-0000465,PRD-00056,STR-0012,235,2024-01-01
INV-0000466,PRD-00008,STR-0012,153,2024-01-01
INV-0000467,PRD-00002,STR-0012,130,2024-01-01
INV-0000468,PRD-00055,STR-0012,191,2024-01-01
INV-0000469,PRD-00039,STR-0012,225,2024-01-01
INV-0000470,PRD-00016,STR-0012,34,2024-01-01
INV-0000471,PRD-00011,STR-0012,221,2024-01-01
INV-0000472,PRD-00020,STR-0012,17,2024-01-01
INV-0000473,PRD-00053,STR-0012,70,2024-01-01
INV-0000474,PRD-00065,STR-0012,197,2024-01-01
INV-0000475,PRD-00063,STR-0012,202,2024-01-01
INV-0000476,PRD-00006,STR-0012,218,2024-01-01
INV-0000477,PRD-00068,STR-0012,106,2024-01-01
INV-0000478,PRD-00064,STR-0012,87,2024-01-01
INV-0000479,PRD-00030,STR-0012,239,2024-01-01
INV-0000480,PRD-00067,STR-0012,201,2024-01-01
